Baccalaureate Institution,Current Institution,Field of Study,Year,Status
florida state university,the scripps research institute,Chemistry - Organic,2011,award
mississippi valley state university,undecided,Comp/IS/Eng - Graphics and Visualization,2011,award
university of wisconsinmadison,university of washington,Life Sciences - Genetics,2011,award
university of puerto rico,university of puerto rico,Engineering - Electrical and Electronic,2011,award
arizona state university,university of north georgia,Social Sciences - Physical Anthropology,2011,award
west chester university of pennsylvania,university of san diego,Engineering - Bioengineering,2011,award
harvard university,undecided,Mathematical Sciences - Geometry,2011,award
yale university,yale university,Geosciences - Paleontology,2011,award
university of the district of columbia,undecided,Life Sciences - Neurosciences,2011,award
university of maryland baltimore county,university of maryland baltimore county,Mathematical Sciences - Applications of Mathematics (including Biometrics and Bi,2011,award
university of californiaberkeley,duke university,Life Sciences - Marine Biology,2011,award
university of california irvine,university of california irvine,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,award
university of california irvine,university of california irvine,Life Sciences - Neurosciences,2011,award
rensselaer polytechnic institute,carnegie mellon university,Engineering - Chemical Engineering,2011,award
johns hopkins university applied physics laboratory,west chester university of pennsylvania,Engineering - Materials,2011,award
louisiana tech university,louisiana tech university,Engineering - Electrical and Electronic,2011,award
claremont mckenna college,university of michigan  dearborn,Chemistry - Organic,2011,award
cornell university,undecided,Life Sciences - Evolutionary Biology,2011,award
university of southern indiana,university of washington,Life Sciences - Neurosciences,2011,award
claflin university,university of wisconsinmadison,Life Sciences - Biophysics,2011,award
georgia institute of technology,georgia institute of technology,Engineering - Aeronautical and Aerospace,2011,award
university of washington,undecided,Life Sciences - Neurosciences,2011,award
harvey mudd college,harvey mudd college,Chemistry - Organic,2011,award
university of colorado at boulder,university of washington,Engineering - Aeronautical and Aerospace,2011,award
california institute of technology,carnegie mellon university,Comp/IS/Eng - Computer Science - Theoretical Foundations,2011,award
california institute of technology,california institute of technology,Engineering - Materials,2011,award
harvard university,harvard university,Mathematical Sciences - Algebra or Number Theory,2011,award
cornell university,undecided,Life Sciences - Botany (including Plant Physiology),2011,award
brandeis university,stanford university,Life Sciences - Developmental Biology,2011,award
carleton college,duke university,Life Sciences - Microbiology,2011,award
colby community college,harvard university,Life Sciences - Immunology,2011,award
georgia institute of technology,university of texas at dallas,Engineering - Materials,2011,award
pomona college,massachusetts institute of technology,Life Sciences - Biochemistry,2011,award
university of illinois at chicago,florida state university,Geosciences - Paleontology,2011,award
university of california berkeley,university of california berkeley,Social Sciences - Economics (except Business Administration),2011,award
university of texas at el paso,university of hawaii at manoa,Geosciences - Marine Geology and Geophysics,2011,award
university of oklahoma,university of southern mississippi,Chemistry - Organic,2011,award
university of rochester,university of rochester,Engineering - Bioengineering,2011,award
university of california los angeles,university of arizona,Psychology - other (specify) - Family Studies & Human Development,2011,award
university of oklahoma,ohio university,Social Sciences - Linguistics,2011,award
state university of new york system,university of texas at austin,Engineering - Mechanical,2011,award
swarthmore college,swarthmore college,Social Sciences - Economics (except Business Administration),2011,award
university of texas at austin,university of texas at austin,Engineering - Materials,2011,award
southeastern louisiana university,university of north texas health science center,Chemistry - Theoretical,2011,award
